paper,paper_short,venue,year,table,method,proposed,modality,metric_type,alignment,dataset,sequence,sequence_norm,metric,unit,value,status,note
DEVO,DEVO,3DV,2024,2,PL-EVIO,no,E+F+I,metric,"Sim3, median-of-5",VECtor,units_dolly,units_dolly,MPE,%,5.84,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,PL-EVIO,no,E+F+I,metric,"Sim3, median-of-5",VECtor,units_scooter,units_scooter,MPE,%,5.0,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,corner_slow,corner_slow,MPE,%,4.83,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,robot_normal,robot_normal,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,robot_fast,robot_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,desk_normal,desk_normal,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,desk_fast,desk_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,sofa_normal,sofa_normal,MPE,%,1.77,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,sofa_fast,sofa_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,mountain_normal,mountain_normal,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,mountain_fast,mountain_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,hdr_normal,hdr_normal,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,hdr_fast,hdr_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,corridors_dolly,corridors_dolly,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,corridors_walk,corridors_walk,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,school_dolly,school_dolly,MPE,%,10.9,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,school_scooter,school_scooter,MPE,%,9.21,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,units_dolly,units_dolly,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ESVO,no,Stereo E,metric,"Sim3, median-of-5",VECtor,units_scooter,units_scooter,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,corner_slow,corner_slow,MPE,%,4.33,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,robot_normal,robot_normal,MPE,%,3.25,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,robot_fast,robot_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,desk_normal,desk_normal,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,desk_fast,desk_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,sofa_normal,sofa_normal,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,sofa_fast,sofa_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,mountain_normal,mountain_normal,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,mountain_fast,mountain_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,hdr_normal,hdr_normal,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,hdr_fast,hdr_fast,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,corridors_dolly,corridors_dolly,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,corridors_walk,corridors_walk,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,school_dolly,school_dolly,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,school_scooter,school_scooter,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,units_dolly,units_dolly,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,EVO,no,E,up-to-scale,"Sim3, median-of-5",VECtor,units_scooter,units_scooter,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,corner_slow,corner_slow,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,robot_normal,robot_normal,MPE,%,0.22,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,robot_fast,robot_fast,MPE,%,0.73,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,desk_normal,desk_normal,MPE,%,0.18,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,desk_fast,desk_fast,MPE,%,0.77,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,sofa_normal,sofa_normal,MPE,%,0.22,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,sofa_fast,sofa_fast,MPE,%,0.6,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,mountain_normal,mountain_normal,MPE,%,0.09,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,mountain_fast,mountain_fast,MPE,%,0.31,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,hdr_normal,hdr_normal,MPE,%,0.52,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,hdr_fast,hdr_fast,MPE,%,0.2,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,corridors_dolly,corridors_dolly,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,corridors_walk,corridors_walk,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,school_dolly,school_dolly,MPE,%,4.61,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,school_scooter,school_scooter,MPE,%,0.55,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,units_dolly,units_dolly,MPE,%,,failed,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DPVO-dagger,no,E,up-to-scale,"Sim3, median-of-5",VECtor,units_scooter,units_scooter,MPE,%,3.69,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,corner_slow,corner_slow,MPE,%,0.59,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,robot_normal,robot_normal,MPE,%,0.17,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,robot_fast,robot_fast,MPE,%,0.13,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,desk_normal,desk_normal,MPE,%,0.11,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,desk_fast,desk_fast,MPE,%,0.15,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,sofa_normal,sofa_normal,MPE,%,0.13,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,sofa_fast,sofa_fast,MPE,%,0.38,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,mountain_normal,mountain_normal,MPE,%,0.09,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,mountain_fast,mountain_fast,MPE,%,0.37,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,hdr_normal,hdr_normal,MPE,%,0.6,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,hdr_fast,hdr_fast,MPE,%,0.24,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,corridors_dolly,corridors_dolly,MPE,%,0.51,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,corridors_walk,corridors_walk,MPE,%,1.04,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,school_dolly,school_dolly,MPE,%,0.29,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,school_scooter,school_scooter,MPE,%,0.48,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,units_dolly,units_dolly,MPE,%,0.48,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,DEVO,yes,E,up-to-scale,"Sim3, median-of-5",VECtor,units_scooter,units_scooter,MPE,%,0.88,ok,DEVO (event-only) beats ESVIO (stereo E+F+I) on ~70% of seqs; baselines (except DPVO/DPVO-dag) taken from ESVIO paper. Methods using frames have a high-res global-shutter advantage.
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,corner_slow,corner_slow,ATE,cm,1.2,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,robot_normal,robot_normal,ATE,cm,2.9,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,robot_fast,robot_fast,ATE,cm,15.0,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,desk_normal,desk_normal,ATE,cm,3.9,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,desk_fast,desk_fast,ATE,cm,9.9,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,sofa_normal,sofa_normal,ATE,cm,4.4,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,sofa_fast,sofa_fast,ATE,cm,6.4,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,mountain_normal,mountain_normal,ATE,cm,2.6,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,mountain_fast,mountain_fast,ATE,cm,5.2,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,hdr_normal,hdr_normal,ATE,cm,1.9,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,hdr_fast,hdr_fast,ATE,cm,4.0,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,corridors_dolly,corridors_dolly,ATE,cm,80,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,corridors_walk,corridors_walk,ATE,cm,103,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,school_dolly,school_dolly,ATE,cm,92,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,school_scooter,school_scooter,ATE,cm,75,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,units_dolly,units_dolly,ATE,cm,1806,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,ORB-SLAM3,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,units_scooter,units_scooter,ATE,cm,1450,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,VINS-Fusion,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,corner_slow,corner_slow,ATE,cm,1.3,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,VINS-Fusion,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,robot_normal,robot_normal,ATE,cm,2.3,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,VINS-Fusion,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,robot_fast,robot_fast,ATE,cm,,failed,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
DEVO,DEVO,3DV,2024,2,VINS-Fusion,no,Stereo F+I,metric,"Sim3, median-of-5",VECtor,desk_normal,desk_normal,ATE,cm,4.0,ok,"ATE column of DEVO Table 2 (Sim3, median-of-5)."
